,Teks_Clean,Teks_Clean2,Tokeniz,baku_text,stemmed_content,label
1372,rt prabowo  kali kalah pun para terduga pelanggar ham ini gak diadili mas karena mereka tersebar saat pemilu entah sebagai kontestan maupun timses dari foto itu aja bisa kita lihat timnas aniesmuhaimin ada letjen tni purn sutiyoso sebagai dewan penasehat di tpn ganjarmahfud ada jenderal tni purn hendropriyono yg sempat disebut masuk tpn ganjarmahfud yg dibatah pak hendro bahwa namanya dicatut masuk situ sedangkan pak arsjad akan jelaskan hal tersebut walau sampai sekarang belum ada lanjutan untuk jaksa agung membuat pengadilan khusus palanggaran ham berat ini kan selain komnas ham ada rekomendasi dprri nah membuat parlemen yg isinya anggota parpol agar isi kepalanya ini kan gak pernah ketemu,kali kalah terduga pelanggar ham gak diadili tersebar pemilu kontestan timses foto aja lihat timnas letjen tni purn sutiyoso dewan penasehat tpn jenderal tni purn hendropriyono masuk tpn dibatah hendro namanya dicatut masuk situ arsjad lanjutan jaksa agung pengadilan khusus palanggaran ham berat komnas ham rekomendasi dprri parlemen isinya anggota parpol kepalanya gak ketemu,"['kali', 'kalah', 'terduga', 'pelanggar', 'ham', 'gak', 'diadili', 'tersebar', 'pemilu', 'kontestan', 'timses', 'foto', 'aja', 'lihat', 'timnas', 'letjen', 'tni', 'purn', 'sutiyoso', 'dewan', 'penasehat', 'tpn', 'jenderal', 'tni', 'purn', 'hendropriyono', 'masuk', 'tpn', 'dibatah', 'hendro', 'namanya', 'dicatut', 'masuk', 'situ', 'arsjad', 'lanjutan', 'jaksa', 'agung', 'pengadilan', 'khusus', 'palanggaran', 'ham', 'berat', 'komnas', 'ham', 'rekomendasi', 'dprri', 'parlemen', 'isinya', 'anggota', 'parpol', 'kepalanya', 'gak', 'ketemu']","['kali', 'kalah', 'terduga', 'pelanggar', 'ham', 'enggak', 'diadili', 'tersebar', 'pemilu', 'kontestan', 'timses', 'foto', 'saja', 'lihat', 'timnas', 'letjen', 'tni', 'purn', 'sutiyoso', 'dewan', 'penasehat', 'tpn', 'jenderal', 'tni', 'purn', 'hendropriyono', 'masuk', 'tpn', 'dibatah', 'hendro', 'namanya', 'dicatut', 'masuk', 'situ', 'arsjad', 'lanjutan', 'jaksa', 'agung', 'pengadilan', 'khusus', 'palanggaran', 'ham', 'berat', 'komnas', 'ham', 'rekomendasi', 'dprri', 'parlemen', 'isinya', 'anggota', 'parpol', 'kepalanya', 'enggak', 'ketemu']",kali kalah duga langgar ham enggak adil sebar milu kontestan timses foto saja lihat timnas letjen tni purn sutiyoso dewan nasehat tpn jenderal tni purn hendropriyono masuk tpn dibatah hendro nama catut masuk situ arsjad lanjut jaksa agung adil khusus palanggaran ham berat komnas ham rekomendasi dprri parlemen isi anggota parpol kepala enggak ketemu,Politik
1373,rt anies presiden terbaik  pilpres  triliun jangan dihabiskan untuk memilih capres gemoy anies punya pengetahuan luas untuk bekal membenahi negara anies punya modal keahlian diplomasi internasional dan pintar bekerja rakyatsiagakecurangan rakyatsiagakecurangan,terbaik triliun dihabiskan memilih gemoy pengetahuan luas bekal membenahi negara modal keahlian diplomasi internasional pintar rakyatsiagakecurangan rakyatsiagakecurangan,"['terbaik', 'triliun', 'dihabiskan', 'memilih', 'gemoy', 'pengetahuan', 'luas', 'bekal', 'membenahi', 'negara', 'modal', 'keahlian', 'diplomasi', 'internasional', 'pintar', 'rakyatsiagakecurangan', 'rakyatsiagakecurangan']","['terbaik', 'triliun', 'dihabiskan', 'memilih', 'gemoy', 'pengetahuan', 'luas', 'bekal', 'membenahi', 'negara', 'modal', 'keahlian', 'diplomasi', 'internasional', 'pintar', 'rakyatsiagakecurangan', 'rakyatsiagakecurangan']",baik triliun habis pilih gemoy tahu luas bekal benah negara modal ahli diplomasi internasional pintar rakyatsiagakecurangan rakyatsiagakecurangan,Ideologi
1374,rt saut situmorang  anies baswedan paling minim potensi korupsi,saut situmorang minim potensi korupsi,"['saut', 'situmorang', 'minim', 'potensi', 'korupsi']","['saut', 'situmorang', 'minim', 'potensi', 'korupsi']",saut situmorang minim potensi korupsi,Politik
1375,pemilu  februari nanti anis akan tersingkir dan yang lolos putaran kedua adalah prabowo vs ganjar dan pemenang diputaran kedua  ganjar pranowo,pemilu februari tersingkir lolos putaran vs pemenang diputaran,"['pemilu', 'februari', 'tersingkir', 'lolos', 'putaran', 'vs', 'pemenang', 'diputaran']","['pemilu', 'februari', 'tersingkir', 'lolos', 'putaran', 'vs', 'pemenang', 'diputaran']",milu februari singkir lolos putar vs menang putar,Politik
1376,dengan kehadiran bu khofifah semoga suara prabowogibran di jawa timur makin naik drastis,kehadiran khofifah semoga suara drastis,"['kehadiran', 'khofifah', 'semoga', 'suara', 'drastis']","['kehadiran', 'khofifah', 'semoga', 'suara', 'drastis']",hadir khofifah moga suara drastis,Politik
1377,rt pak  skedar mau ngasih tahu  adalah relawan projo yang membela sangat keras ketika panjenengan difitnah dan diserang oleh kubu prabowo di pilpres sebelumnya sekarang dia ditangkap karena mengkritik soal netralitas aparat penyelenggara pemilu dan berjuang utk demokrasi yg baik buat negeri ini perlu dicatat palti bukan koruptor bukan maling bukan penghina jogja sprti aa bukan pemfitnah cawapres seperti pegawai partai anak panjenengan dan dia juga bukan pelanggar ham yang tangannya pernah berlumuran darah menghilangkan banyak nyawa para aktivis bahkan dia juga bukan teroris trus mengapa  langsung ditangkap saat dini hari jam   mau nakutnakuti atau gimana  kebenaran akan selalu menemukan jalannya savepalti ,skedar ngasih relawan membela keras panjenengan difitnah diserang ditangkap mengkritik netralitas aparat penyelenggara pemilu berjuang demokrasi negeri dicatat palti koruptor maling penghina jogja sprti aa pemfitnah pegawai partai panjenengan pelanggar ham tangannya berlumuran darah menghilangkan nyawa aktivis teroris trus langsung ditangkap jam nakutnakuti gimana kebenaran menemukan jalannya savepalti ,"['skedar', 'ngasih', 'relawan', 'membela', 'keras', 'panjenengan', 'difitnah', 'diserang', 'ditangkap', 'mengkritik', 'netralitas', 'aparat', 'penyelenggara', 'pemilu', 'berjuang', 'demokrasi', 'negeri', 'dicatat', 'palti', 'koruptor', 'maling', 'penghina', 'jogja', 'sprti', 'aa', 'pemfitnah', 'pegawai', 'partai', 'panjenengan', 'pelanggar', 'ham', 'tangannya', 'berlumuran', 'darah', 'menghilangkan', 'nyawa', 'aktivis', 'teroris', 'trus', 'langsung', 'ditangkap', 'jam', 'nakutnakuti', 'gimana', 'kebenaran', 'menemukan', 'jalannya', 'savepalti', '\x8f']","['sekadar', 'mengasih', 'relawan', 'membela', 'keras', 'panjenengan', 'difitnah', 'diserang', 'ditangkap', 'mengkritik', 'netralitas', 'aparat', 'penyelenggara', 'pemilu', 'berjuang', 'demokrasi', 'negeri', 'dicatat', 'palti', 'koruptor', 'maling', 'penghina', 'jogja', 'seperti', 'aa', 'pemfitnah', 'pegawai', 'partai', 'panjenengan', 'pelanggar', 'ham', 'tangannya', 'berlumuran', 'darah', 'menghilangkan', 'nyawa', 'aktivis', 'teroris', 'terus', 'langsung', 'ditangkap', 'jam', 'nakutnakuti', 'bagaimana', 'kebenaran', 'menemukan', 'jalannya', 'savepalti', '\x8f']",sekadar asih rawan bela keras panjenengan fitnah serang tangkap kritik netralitas aparat selenggara milu juang demokrasi negeri catat palti koruptor maling hina jogja seperti aa fitnah pegawai partai panjenengan langgar ham tangan lumur darah hilang nyawa aktivis teroris terus langsung tangkap jam nakutnakuti bagaimana benar temu jalan savepalti ,Politik
1378,rt khofifah dukung prabowo setelah berkalikali dilobi urusan pilkada dan kasus suap dana hibah diduga pengaruhi sikap khofifah baca selengkapnya di koran tempo dengan berlangganan tempo digital premium,khofifah berkalikali dilobi urusan pilkada suap dana hibah diduga pengaruhi sikap khofifah baca selengkapnya koran tempo berlangganan tempo digital premium,"['khofifah', 'berkalikali', 'dilobi', 'urusan', 'pilkada', 'suap', 'dana', 'hibah', 'diduga', 'pengaruhi', 'sikap', 'khofifah', 'baca', 'selengkapnya', 'koran', 'tempo', 'berlangganan', 'tempo', 'digital', 'premium']","['khofifah', 'berkalikali', 'dilobi', 'urusan', 'pilkada', 'suap', 'dana', 'hibah', 'diduga', 'pengaruhi', 'sikap', 'khofifah', 'baca', 'selengkapnya', 'koran', 'tempo', 'berlangganan', 'tempo', 'digital', 'premium']",khofifah berkalikali lobi urus pilkada suap dana hibah duga pengaruh sikap khofifah baca lengkap koran tempo langgan tempo digital premium,Politik
1379,rt ganjar pranowo kita semua bagian dari solusi untuk mewujudkan negeri bersih dari korupsi kolusi dan nepotisme jnk ganjarpranowopilihanumat ganjarmahfudrebound,solusi mewujudkan negeri bersih korupsi kolusi nepotisme,"['solusi', 'mewujudkan', 'negeri', 'bersih', 'korupsi', 'kolusi', 'nepotisme']","['solusi', 'mewujudkan', 'negeri', 'bersih', 'korupsi', 'kolusi', 'nepotisme']",solusi wujud negeri bersih korupsi kolusi nepotisme,Politik
1380,rt orasi politik pak anies baswedan saat kampanye akbar di ternate indonesia people deserve better,orasi politik kampanye akbar ternate people deserve better,"['orasi', 'politik', 'kampanye', 'akbar', 'ternate', 'people', 'deserve', 'better']","['orasi', 'politik', 'kampanye', 'akbar', 'ternate', 'people', 'deserve', 'better']",orasi politik kampanye akbar ternate people deserve better,Politik
1381,anies hebat cyber terlindungi,hebat cyber terlindungi,"['hebat', 'cyber', 'terlindungi']","['hebat', 'cyber', 'terlindungi']",hebat cyber lindung,Politik
1382,rt  tebet eco park hasil pak anies juga gak sih main kesana tuh enak bgt adem bgt rasanya beberapa temen gua ada yg gak percaya ini tuh masih jaksel,tebet eco park hasil gak main kesana enak bgt adem bgt temen gua gak percaya jaksel,"['tebet', 'eco', 'park', 'hasil', 'gak', 'main', 'kesana', 'enak', 'bgt', 'adem', 'bgt', 'temen', 'gua', 'gak', 'percaya', 'jaksel']","['tebet', 'eco', 'park', 'hasil', 'enggak', 'main', 'kesana', 'enak', 'banget', 'adem', 'banget', 'teman', 'gua', 'enggak', 'percaya', 'jaksel']",tebet eco park hasil enggak main kesana enak banget adem banget teman gua enggak percaya jaksel,Sosial Budaya
1383,termasuk telah masuknya ketua umum pengajian ilmu tasawuf tarekat naqsabandiyah indonesia dalam keanggotaan jsi indonesiasentris indonesiahijau  anakmudaindonesiaemas prabowo subianto,masuknya pengajian ilmu tasawuf tarekat naqsabandiyah keanggotaan jsi,"['masuknya', 'pengajian', 'ilmu', 'tasawuf', 'tarekat', 'naqsabandiyah', 'keanggotaan', 'jsi']","['masuknya', 'pengajian', 'ilmu', 'tasawuf', 'tarekat', 'naqsabandiyah', 'keanggotaan', 'jsi']",masuk aji ilmu tasawuf tarekat naqsabandiyah anggota jsi,Politik
1384,bayangin populasi jawa mendadak mbludak karena anak pak anies ga pake kerudung,bayangin populasi mendadak mbludak ga pake kerudung,"['bayangin', 'populasi', 'mendadak', 'mbludak', 'ga', 'pake', 'kerudung']","['bayangkan', 'populasi', 'mendadak', 'mbludak', 'enggak', 'pakai', 'kerudung']",bayang populasi dadak mbludak enggak pakai kerudung,Demografi
1385,bro kabar gembira nih buat pilpres  ganjar pranowo janjiin program asyik dilaut kita jaya nelayan sejahtera mantapjnk ganjarmahfudrebound ganjarpranowopilihanumat,bro kabar gembira janjiin asyik dilaut jaya nelayan sejahtera mantapjnk,"['bro', 'kabar', 'gembira', 'janjiin', 'asyik', 'dilaut', 'jaya', 'nelayan', 'sejahtera', 'mantapjnk']","['bro', 'kabar', 'gembira', 'janjiin', 'asyik', 'dilaut', 'jaya', 'nelayan', 'sejahtera', 'mantapjnk']",bro kabar gembira janjiin asyik laut jaya nelayan sejahtera mantapjnk,Politik
1386,rt prabowo memaparkan program unggulannya kepada  pedagang bakso untuk mengembangkan umkm di indonesia siapahargaitukangbaso,memaparkan unggulannya pedagang bakso mengembangkan umkm siapahargaitukangbaso,"['memaparkan', 'unggulannya', 'pedagang', 'bakso', 'mengembangkan', 'umkm', 'siapahargaitukangbaso']","['memaparkan', 'unggulannya', 'pedagang', 'bakso', 'mengembangkan', 'umkm', 'siapahargaitukangbaso']",papar unggul dagang bakso kembang umkm siapahargaitukangbaso,Politik
1387,prabowo prescon saya bangga tadi mas gibran sudah menunjukkan kapasitasnya dan pengetahuannya di bidang ekonomi tadi debatnya tentang lingkungan hidup energi agraria pangan dan desa pak bukan ekonomi,prescon bangga kapasitasnya pengetahuannya bidang ekonomi debatnya lingkungan hidup energi agraria pangan desa ekonomi,"['prescon', 'bangga', 'kapasitasnya', 'pengetahuannya', 'bidang', 'ekonomi', 'debatnya', 'lingkungan', 'hidup', 'energi', 'agraria', 'pangan', 'desa', 'ekonomi']","['prescon', 'bangga', 'kapasitasnya', 'pengetahuannya', 'bidang', 'ekonomi', 'debatnya', 'lingkungan', 'hidup', 'energi', 'agraria', 'pangan', 'desa', 'ekonomi']",prescon bangga kapasitas tahu bidang ekonomi debat lingkung hidup energi agraria pangan desa ekonomi,Ekonomi
1388,kikidaliyo ganjar pranowo sikap tegas yang dilakukan disitulah ganjarmerawatpancasila sebagai bentuk cinta bangsa indonesia mahfud hebat    ktp sakti,kikidaliyo sikap disitulah ganjarmerawatpancasila bentuk cinta bangsa hebat ktp sakti,"['kikidaliyo', 'sikap', 'disitulah', 'ganjarmerawatpancasila', 'bentuk', 'cinta', 'bangsa', 'hebat', 'ktp', 'sakti']","['kikidaliyo', 'sikap', 'disitulah', 'ganjarmerawatpancasila', 'bentuk', 'cinta', 'bangsa', 'hebat', 'ktp', 'sakti']",kikidaliyo sikap situ ganjarmerawatpancasila bentuk cinta bangsa hebat ktp sakti,Ideologi
1389,calon presiden ri no urut  ganjar pranowo menekankan bahwa konstitusi atau aturan dasar negara adalah panduan hidup kitaganjarpranowopilihanumat,menekankan konstitusi aturan dasar negara panduan hidup,"['menekankan', 'konstitusi', 'aturan', 'dasar', 'negara', 'panduan', 'hidup']","['menekankan', 'konstitusi', 'aturan', 'dasar', 'negara', 'panduan', 'hidup']",tekan konstitusi atur dasar negara pandu hidup,Ideologi
1390,apanya yg mau dukung lanjut pak bumn pada bangkrut utang numpuk beras import tanam singkong saja gagal  perlu p,apanya bumn bangkrut utang numpuk beras import tanam singkong gagal p,"['apanya', 'bumn', 'bangkrut', 'utang', 'numpuk', 'beras', 'import', 'tanam', 'singkong', 'gagal', 'p']","['apanya', 'bumn', 'bangkrut', 'utang', 'numpuk', 'beras', 'import', 'tanam', 'singkong', 'gagal', 'p']",apa bumn bangkrut utang numpuk beras import tanam singkong gagal p,Ekonomi
1391,rt cak imin soroti pengangguran di manamana tkn prabowogibran menyindir cak imin lupa menaker ida fauziyah dari pkb partainya cak imin detikpemilu waktunyamilih,soroti pengangguran manamana tkn menyindir lupa menaker ida fauziyah pkb partainya detikpemilu waktunyamilih,"['soroti', 'pengangguran', 'manamana', 'tkn', 'menyindir', 'lupa', 'menaker', 'ida', 'fauziyah', 'pkb', 'partainya', 'detikpemilu', 'waktunyamilih']","['soroti', 'pengangguran', 'manamana', 'tkn', 'menyindir', 'lupa', 'menaker', 'ida', 'fauziyah', 'pkb', 'partainya', 'detikpemilu', 'waktunyamilih']",sorot anggur manamana tkn sindir lupa menaker ida fauziyah pkb partai detikpemilu waktunyamilih,Politik
1392,calon presiden ri no urut  ganjar pranowo memahami urgensi menjaga konstitusi atau aturan dasar negara sebagai panduan negarajnk ganjarmahfudrebound ganjarpranowopilihanumat,memahami urgensi menjaga konstitusi aturan dasar negara panduan negarajnk,"['memahami', 'urgensi', 'menjaga', 'konstitusi', 'aturan', 'dasar', 'negara', 'panduan', 'negarajnk']","['memahami', 'urgensi', 'menjaga', 'konstitusi', 'aturan', 'dasar', 'negara', 'panduan', 'negarajnk']",paham urgensi jaga konstitusi atur dasar negara pandu negarajnk,Ideologi
1393,pasangan ganjar pranowo mahfud md punya rencana seru gak cuma ngelanjutin tapi juga menambah dan memperbaiki program pemerintahganjarmahfudrebound ganjarpranowopilihanumat jnk,pasangan rencana seru gak ngelanjutin menambah memperbaiki,"['pasangan', 'rencana', 'seru', 'gak', 'ngelanjutin', 'menambah', 'memperbaiki']","['pasangan', 'rencana', 'seru', 'enggak', 'ngelanjutin', 'menambah', 'memperbaiki']",pasang rencana seru enggak ngelanjutin tambah baik,Politik
1394,rt spanduk prabowogibran dipasang di landmark batam bawaslu pastikan melanggar aturan  temponasional,spanduk dipasang landmark batam bawaslu pastikan melanggar aturan temponasional,"['spanduk', 'dipasang', 'landmark', 'batam', 'bawaslu', 'pastikan', 'melanggar', 'aturan', 'temponasional']","['spanduk', 'dipasang', 'landmark', 'batam', 'bawaslu', 'pastikan', 'melanggar', 'aturan', 'temponasional']",spanduk pasang landmark batam bawaslu pasti langgar atur temponasional,Politik
1395,gak usah pilih capres yang cuma janjijanji cari yang udah buktiin kerjanya pasangan calon no  ganjar pranowo  mahfud md contohnya ganjarmahfudrebound ganjarpranowopilihanumat jnk,gak pilih janjijanji cari udah buktiin kerjanya pasangan contohnya,"['gak', 'pilih', 'janjijanji', 'cari', 'udah', 'buktiin', 'kerjanya', 'pasangan', 'contohnya']","['enggak', 'pilih', 'janjijanji', 'cari', 'sudah', 'buktikan', 'kerjanya', 'pasangan', 'contohnya']",enggak pilih janjijanji cari sudah bukti kerja pasang contoh,Politik
1396,padahal di dki udah lakuin stop reklamasi karena dampak yg kena ke lingkungan hidup anies satu satunya orang yg mikirin supaya kiamat ga dtg cepet dibumi pertiwi karena ulah manusia dibumi itu sendiri,udah lakuin reklamasi dampak lingkungan hidup satunya mikirin kiamat ga dtg cepet dibumi pertiwi ulah manusia dibumi,"['udah', 'lakuin', 'reklamasi', 'dampak', 'lingkungan', 'hidup', 'satunya', 'mikirin', 'kiamat', 'ga', 'dtg', 'cepet', 'dibumi', 'pertiwi', 'ulah', 'manusia', 'dibumi']","['sudah', 'melakukan', 'reklamasi', 'dampak', 'lingkungan', 'hidup', 'satunya', 'memikirkan', 'kiamat', 'enggak', 'datang', 'cepat', 'dibumi', 'pertiwi', 'ulah', 'manusia', 'dibumi']",sudah laku reklamasi dampak lingkung hidup satu pikir kiamat enggak datang cepat bumi pertiwi ulah manusia bumi,Sosial Budaya
1397,bang ada yang minta desak anies komunitas agama tujuannya buat meyakinkan golongan minoritas,bang desak komunitas tujuannya golongan minoritas,"['bang', 'desak', 'komunitas', 'tujuannya', 'golongan', 'minoritas']","['bang', 'desak', 'komunitas', 'tujuannya', 'golongan', 'minoritas']",bang desak komunitas tuju golong minoritas,Sosial Budaya
1398,rt aku cuma mau bilang satu hal untuk yang benci anies tanpa mencari tahu detail kebenarannya dan hanya terpaku pada narasi kebencian yang bersumber dari katanya cobalah untuk adil alias jika ada narasi buruk yang diterima coba dicari kebenarannya dengan mendalami lebih dalam isi pikiran dan track record anies baswedan engga sulit kok buat mencari tahu karena ada banyak rekam jejak dan pemikirannya di internet asal kita mau mencari tahu dan tidak antipati duluan setelah mendalami kita akan mengerti kalau narasi negatif yang diciptakan tentang anies terlalu masif tersebar hingga menutupi pemberitaan positif yang jarang sekali dikabarkan bahkan selama menjabat jadi gubernur jakarta begitu banyak orang bilang anies enggak bisa kerja padahal kenyataannya banyak orangorang kecil yang tak ingin anies berhenti dari jabatannya padahal ia sudah habis masa jabatannya bukti lainnya lihat saja pj gubernur yang mendapatkan jabatannya dengan cara ditunjuk langsung oleh presiden di situlah baru terasa kalau anies benarbenar bekerja tapi kebanyakan kerjaan anies itu bukan pada halhal yang terlihat tetapi lebih ke membangun manusia dan menerapkan ibu kota yang adil untuk semua sesuai dengan narasinya yang tak pernah berubah sejak bertahuntahun lalu,bilang benci mencari detail kebenarannya terpaku narasi kebencian bersumber cobalah adil alias narasi buruk diterima coba dicari kebenarannya mendalami pikiran track record sulit mencari rekam jejak pemikirannya internet mencari antipati duluan mendalami mengerti narasi negatif diciptakan masif tersebar menutupi pemberitaan positif jarang dikabarkan menjabat gubernur bilang kerja kenyataannya orangorang berhenti jabatannya habis jabatannya bukti lihat pj gubernur jabatannya langsung situlah benarbenar kebanyakan kerjaan halhal membangun manusia menerapkan kota adil sesuai narasinya berubah bertahuntahun,"['bilang', 'benci', 'mencari', 'detail', 'kebenarannya', 'terpaku', 'narasi', 'kebencian', 'bersumber', 'cobalah', 'adil', 'alias', 'narasi', 'buruk', 'diterima', 'coba', 'dicari', 'kebenarannya', 'mendalami', 'pikiran', 'track', 'record', 'sulit', 'mencari', 'rekam', 'jejak', 'pemikirannya', 'internet', 'mencari', 'antipati', 'duluan', 'mendalami', 'mengerti', 'narasi', 'negatif', 'diciptakan', 'masif', 'tersebar', 'menutupi', 'pemberitaan', 'positif', 'jarang', 'dikabarkan', 'menjabat', 'gubernur', 'bilang', 'kerja', 'kenyataannya', 'orangorang', 'berhenti', 'jabatannya', 'habis', 'jabatannya', 'bukti', 'lihat', 'pj', 'gubernur', 'jabatannya', 'langsung', 'situlah', 'benarbenar', 'kebanyakan', 'kerjaan', 'halhal', 'membangun', 'manusia', 'menerapkan', 'kota', 'adil', 'sesuai', 'narasinya', 'berubah', 'bertahuntahun']","['bilang', 'benci', 'mencari', 'detail', 'kebenarannya', 'terpaku', 'narasi', 'kebencian', 'bersumber', 'cobalah', 'adil', 'alias', 'narasi', 'buruk', 'diterima', 'coba', 'dicari', 'kebenarannya', 'mendalami', 'pikiran', 'track', 'record', 'sulit', 'mencari', 'rekam', 'jejak', 'pemikirannya', 'internet', 'mencari', 'antipati', 'duluan', 'mendalami', 'mengerti', 'narasi', 'negatif', 'diciptakan', 'masif', 'tersebar', 'menutupi', 'pemberitaan', 'positif', 'jarang', 'dikabarkan', 'menjabat', 'gubernur', 'bilang', 'kerja', 'kenyataannya', 'orangorang', 'berhenti', 'jabatannya', 'habis', 'jabatannya', 'bukti', 'lihat', 'pj', 'gubernur', 'jabatannya', 'langsung', 'situlah', 'benarbenar', 'kebanyakan', 'pekerjaan', 'halhal', 'membangun', 'manusia', 'menerapkan', 'kota', 'adil', 'sesuai', 'narasinya', 'berubah', 'bertahuntahun']",bilang benci cari detail benar terpa narasi benci sumber coba adil alias narasi buruk terima coba cari benar dalam pikir track record sulit cari rekam jejak pikir internet cari antipati duluan dalam erti narasi negatif cipta masif sebar tutup berita positif jarang kabar jabat gubernur bilang kerja nyata orangorang henti jabat habis jabat bukti lihat pj gubernur jabat langsung situ benarbenar banyak kerja halhal bangun manusia terap kota adil sesuai narasi ubah bertahuntahun,Politik
